,x,y
695,in cross walk crossing oxford from addison cars do not yield to people in this crosswalk a great deal had to move out of way also say a lady with a baby stroller almost run down by a car in this crosswalk very dangerous,0.0
696,cyclist elected not to sick medical attention,2.0
697,i was riding with a bag on my upper arm i had to break suddenly and the bag slipped down my arm and got caught between the front fork and the rim i was going around 12 14 mph the bike stopped suddenly and flipped over i landed on my face,2.0
698,while walking to work throuhg campus going uphill person on bike was coming downhill walk way was crowded with other people walking person on bike was trying to avoid hitting people but succeeded in running into me,4.0
699,heading west on bancroft went to turn right on the the haas pavilion pathway and slipped on the wet pavement going too fast on a wet road while making a 90 degree turn landed on my back pack and bruised my leg w the handle bar,0.0
700,walking to class on a wide path way and staying to the right to allow room for traffic biker behind me and decides to squeeze more to the right between me and a wall rather than using the rest of the wider path bike hits and runs up my ankle leg and sid,4.0
701,bicyclists often ignore traffic laws,3.0
702,driver made a right turn and ran into me as i rode my bike w o a helmet i would have been killed on impact by my head w the street broke a giro phnumo helmet in half on impact w the street was taken to ucd emergency for 8 hours of tests and observation,2.0
703,1 bridge over creek is too narrow 2 heavy new student foot traffic causing obstruction 3 dirt on west side of bridge often is wet tree debris 4 slid out during emergency stop to avoid student,4.0
704,vehicle turning from bancroft into mlk parking garage did not pay attention to pedestrians crossing the parking lot entrance in the crosswalk i was one fo the pedestrians crossing the crosswalk i was able to mostly evade the vehicle before it hit me s,3.0
705,was crossing walkingin the street on a protected cross and a biker hit me,3.0
706,while three lanes of traffic stopped for me a van decided to jump the fourth close enough that i was able to slap the side of the van as breezed in front of me,3.0
707,bicyclist struck me and another woman while heading at high speed down the path we all went down he picked up his pick flipped us of calling us assholes and carried on his way with a slightly bent wheel,4.0
708,hill too much speed and inexperienced rider on shared path too many people on path to get out of the way,4.0
709,crowded shared path inexperienced rider that ran into me too much speed coming down small hill,4.0
710,i am sick and tired of bikes on the sidewalk and in the crosswalks with no regard for pedestrians there is never any enforcement by uc or city police,1.0
711,i am sick and tired of idiot bikes on the sidewalks ignoring all common sense and traffic regulations,1.0
712,why bother this survey is biased towards the idiot bikes bike riders should be required to take a driving test they should be ticketed when disobeying the law,1.0
713,i am sick and tired of bikes riding in the crosswalk my car maintained 1700 in rear end damage because i stopped for one of these idiots and the person behind me did not,0.0
714,why bother this survey is biased towards the idiot bikes,2.0
715,car in front of me stopped suddenly and i was too close,2.0
716,riding down claremont avenue i saw a car at the woolsey intersection that did not make a clear stop at a stop sign perhaps she was going to stop but i could not tell for certain i broke hard as i hit pavement with a depression around a manhole and cr,2.0
717,pedestrian crossed the street mid block on a diagonal at the last moment rather than continuing to the curb the pedestrian straightened his path and stayed in the street i broke hard to avoid hitting him he was wearing earbuds,2.0
718,i was on my way to class and trying to ride my bike onto part of a driveway on the sidewalk but the angle i attempted to ride caused my tires to not follow where my body was going so essentially i fell forward onto the wet pavement,1.0
719,i was riding south on shattuck crossing woolsey the car that hit me was going north on shattuck making a left onto woolsey there were other cars going south on shattuck beside me they went thru the intersection first and i followed the car thought it,3.0
720,i was walking on the path and the cyclist came perpendicularly on his path i saw him and stopped so he could go around but he was going too fast and slammed directly into me sending me sprawling i hid my head and elbow on the ground and scuffed my com,4.0
721,walking home from campus during lunch crossed street did not see cyclist due to passing van which blocked view once we saw each other neither was sure which way to go,0.0
722,i was crossing the crosswalk outside strada intersection and out of nowhere the cyclist just rode his bicycle right in front of me making me to have a sharp stop myself,3.0
723,same as accident 1 i was crossing the crosswalk outside strada intersection and out of nowhere the cyclist just rode his bicycle right in front of me making me to have a sharp stop myself,3.0
724,while parking arriving for work i was trying to park on the ns of north sproul lot and was signaling due to pedestrians i was moving slowly and was almost completely parked when a cyclist ran into the rear right tire area of my car he stated he was go,0.0
725,on my way to work while i was making a left turn from dwight onto bowditch a bicyclist traveling sb in the sb lane abruptly changed to the nb lane while still moving sb i swerved and braked to avoid him and came to a stop in a parking space the cyclis,3.0
726,i was the first bicycle waiting at the red light on dana to cross haste i was on the right side of the rightmost lane a cyclist pulled up on my left and entered the crosswalk it appeared he intended to blow the red light if traffic cleared the lig,2.0
727,my bike was parked on campus near sproul hall and someone must have tampered with my handlebars because they were very loose and when i got on my bike and tried to use the brakes my handlebars flipped down and i flipped over my bike and fell i did not le,1.0
728,this accident was completely my fault i was trying to balance a shipping box with one hand steer with one hand and was not wearing a helmet i braked too hard fell off my bike and lightly cut the top of my head on the ground i learned a big lesson th,2.0
729,skate boarder crashed into me because he was talking on a cell phone and not paying attention,1.0
730,bicycle ran over my feet when i was trying to cross the street i hurt my back trying to jump away,3.0
731,had to turn sharply to avoid a pedestrian and hit the back of a parked car while turning,0.0
732,bicyclist was riding like an idiot and not obeying any signs and was in a huge hurry,2.0
733,car turning right and did not see me,2.0
734,bike swerved to avoid pothole and hit my van,2.0
735,there is a treacherous bit of slick pavement by gilman if you do not come at the right angle it is easy to go down more embarrassing for me than anything else,4.0
736,wind picked up my hat as i was going down a slight hill and when i turned around to grab it i flew off my bike and ate shit,4.0
737,i was coming down the hill from hearst mining circle and when i attempted to sharply turn onto s hall road the turn was a lot sharper then i had envisioned so my bike was going to run into the sidewalk and then the library i started to break but was goin,4.0
738,i was in the crosswalk at oxford and university north side of intersection and crossing with the light i was struck by a car making a left turn and rendered unconscious i suffered a serious concussion and minor physical injuries the car suffered a de,3.0
739,i was walking west on bancroft and i was clipped by a cyclist riding on the sidewalk bancroft was busy and there were multiple blockages the bike came up on the sidewalk where the parking exit was i was just past that,1.0
740,i was walking north toward sather gate a bicyclist ran into me from the pathway going to the east end of campus near barrows i do not know what that is called this area is a known problem area,1.0
741,i was crossing bancroft going west at oxford i started to walk to the crosswalk to the other side of the street there was a little crosswalk to get past cars going right and a cyclist c made the turn and clipped my backpack no big deal but it could,3.0
742,while attempting to cross at a marked cross walk a cyclist ignored the stop sign and clipped me as i entered the cross walk,0.0
743,while crossing at a marked cross walk protected by a stop sign i was struck by a vehicular cyclist his handle bar clipped my back as i tried to avoid him he then rode off,0.0
744,on channing going west crossing telegraph light in my direction turned green crossed intersection when pedestrian stepped off curb in front of me had no time to avoid pedestrian if i had time and veered left i would have crashed into car in west bound,2.0
745,i was west bound on channing in bicycle lane car passed me then crossed in front for parking i hit passenger side of car at 15 20 mph left hand injured required paramedics but not ambulance went to er via private vehicle extreme damage to bike e g,2.0
746,i was walking and hit by a campus vehicle one of the carts not an automobile the driver of the cart was not paying attention and ran directly into me after realizing he hit me he sped off initially i was in shock that i got hit by a cart and the gu,4.0
747,the cyclist hit me from behind and acted like it was my fault this happened at the corner of euclid hearst as i was turning right to go down hill on hearst,2.0
748,car came through a stop sign and hit me,3.0
749,a young man thought he could just speed by and did not leave me enough room,4.0
750,car pulled into parking space abruptly cutting me off,2.0
751,walking to lunch on a crowded walkway when a student on a skateboard came rolling through and bumped me from behind she apologized and kept on rolling away,1.0
752,i was riding my bike down university when i got to the point where the lane blocks were a pedestrian walked out in front of me in order to avoid him i went off the road and crashed into a pole,2.0
753,i was riding down hearst and tried to stop at the stoplight i went to put my foot down on the sidewalk missed and fell over,2.0
754,crazy cyclist speeding and weaving hit me you people at cal have to do something to stop this it is an outrage and someone is going to get seriously hurt one day by cyclists do something,4.0
755,i was riding on the pathway near vlsb and there was a large group of people walking toward me i thought i could go between some of the people but they did not see me and one of the guys moved suddenly into my path he then saw me and grabbed my handleba,0.0
756,i was walking to class a cyclist was speeding down the hill by vlsb behind and came into contact with me by pushing me out of the way,4.0
757,i was walking to class by dwinelle a cyclist came my way and i tried to dodge him we bumped into each other he said sorry and continued to go on his way,4.0
758,crossing from south to north across university ave car going south on oxford turned right on red onto university while we had a walk sign,3.0
759,crossing at hearst and oxford i had a walk signal but a truck was trying to make a right turn we made eye contact but i think he misread i continued to cross and he accelerated into the intersection to make a right turn at the same time and had to s,3.0
760,from garage exit on berkely way left onto oxford my attention on on coming car traffic turned into crosswalk with pedestrian there,3.0
761,bancroft and bowditch intersection i was crossing the street cars going north on bowditch and west on bancroft were all stopped for me but a biker did not stop and came westbound on bancroft at high speed and nearly hit me enough to swipe my coat and c,3.0
762,cyclist running through light too fast did not want or could not stop for pedestrians to cross,3.0
763,cyclist running through light too fast did not want or could not stop for pedestrians to cross,3.0
764,people walk on the narrow roadway because there is not a sidewalk in this location,2.0
765,i was cycling down bancroft and a vehicle cut in front of me into a parking place she did not even look first i swerved and the side of her car with my leg but was not injured she did not even realize that she had cut me off,2.0
766,i was crossing cedar going south on the west side of spruce i looked before crossing a driver was travelling north on spruce and made a left turn onto cedar did not see me and ran into me i was on my way to work she apologized saying that her windsh,3.0
767,commuting home after work riding south on college in lead line with 4 other cyclists car opened door suddenly opened broke elbow clavicle and pelvis did not take bowditch bike path because of potholes and car traffic on bancroft never looks right and,2.0
768,i was riding home at night and a car pulled into a driveway in front of me suddenly and without signalling i did not brake in time and slammed into the trunk of the car the car braked almost immediately and i was able to extricate myself from my bike,2.0
769,pedestrians crossing oxford st at addison on designated cross walks mid block are routinely threatened with being hit by cars bicycles not stopping on oxford st there should be at least 3 way stop signs at this intersection for pedestrian safety,3.0
770,university ave eastbound left turning traffic at oxford often turns in front of cars exiting campus westbound this causes confusion for drivers and hazards for pedestrians in crosswalks running east west through intersection often witness near miss,3.0
771,bicyclists coming from behind on the sidewalk when there are people walking in both directions likely going to fast and unwilling to walk the bike rather than ride occurred at least twice,1.0
772,i was biking on a narrow bike pedestrian path on campus the other biker was coming down the hill towards me and could not decide which way to go around me instead of staying to the right as a driver should do he wavered then crashed straight into me a,4.0
773,i was walking to campus in the rain and a car did not see me and bumped me as they stopped at the last minute,3.0
774,to avoid construction work blocking bike lane went up onto sidewalk rode over power washing hose and bicycle flipped sideways onto wet pavement was near telegraph at channing way on way to work,1.0
775,same description as the obstructed view explanation box,0.0
776,shattuck and center heading towards campus on the north side,3.0
777,i was biking home after work i was on a street durant west of telegrahp that did not have a designated bike lane i was uneducated to the berkeley bike boulevards which i now know it must have been summer ish time because it was fully light o,2.0
778,my bike chain broke and i fell as the bike lurched i was coming back to campus from lunch in downtown berkeley i was pedalling uphill standing up and my chain broke and i fell over banged my knee and scrapped some hands located near west gate,1.0
779,w b hearst between shattuck and oxford,2.0
780,entering university ave w b from campus was struck by e b motorist making left onto oxford,3.0
781,i was crossing the street from the campus side of bancroft to the south west corner of bowditch and bancroft and they did not stop at the stop sign,3.0
782,i was crossing the street and the biker was traveling up bancroft against traffic he was attempting to turn and did not stop when people had already started crossing he scraped me and another person,3.0
783,i was heading westbound on the road between giannini hall the library it had just rained the wooden bridge was slippery i did not anticipate how slippery when i took the curve on the bridge my bike slid out from under me and i fell no one else,1.0
784,i was crossing in the crosswalk and a cyclist zoomed past me super fast just swiped my arm no injury but pretty scary he could have run me over,3.0
785,a pickup made a right turn into a parking lot while i was alongside it i turned with the vehicle while sliding down the side of it and only scraped up my arm before the driver stopped,2.0
786,turning right onto h st from carlson i was literally run over by a motorist turning the same way i fell because i had to jump to the sidewalk to avoid being struck,3.0
787,riding across campus near the law school,1.0
788,the driver pulled out of the parking lot across from the old bookstore and drove right into me he did not stop and he was talking on a phone it was great he knocked me down and bent my front rim of my bike,3.0
789,i was trying to adjust something maybe a strap so i took my hands off the handle bar for a split second,2.0
790,the car next to me swerved right so i swerved right and my tire hit the uneven joing between the concrete gutter and the asphalt and i flew over my handle bars but was ok just scraped my hands,2.0
791,a small dog was running parallel to me on my right side and then immediately turned left in front of me i swerved to avoid him but ended up slamming him with my front wheel and flipping off my bike,2.0
792,my bike slipped on the wet grating after it rained,4.0
793,a car going west on channing was turning left onto shattuck and i attempted to pass it on the right on my bike i was going west on channing and crossing shattuck in the last second and without signaling the driver changed her mind and decided to turn,3.0
794,i was crossing the street at bancroft and barrow lane where there is no stop sign heading towards sproul hall i was in the middle of the crosswalk when a driver in a large pick up truck entered crosswalk and nearly struck me she had not seen me becaus,3.0
795,riding toward pat brown is slowly and i lifted my hands off the handlebars my front tire probably just tapped a brick edge and turned i fell off backwards landing on my hip and hitting my helmetted head accident was my doing there is no detect,1.0
796,car lightly bumped into my frame back wheel,2.0
797,jra maneuvered around a large group of people next thing i new there was a bollard in the way,4.0
798,this street should be closed to vehicles its dangerous and cars feel that its there is no need to obey the posted speeds,2.0
799,due to lack of dedicated bike route from the well to the levy im forced to go through the parking lot nobody looks in this parking lot and speed excess 30mph on a regular basis,0.0
800,there is just a terrible mix of opinions on which side of the trail levee bridge pedestrians should be on this conflicts with the official rules please help establish lanes on the bridge and levee the bridge between river bend park and william b pond,4.0
801,this intersection is terrible for the combination of cyclists and pedestrians good luck getting people to get off their bikes here when the racks and lockers are only a minute away you have an equal chance of getting people to stop and wait for the cros,4.0
802,crashed after hitting bumpy pavement and wet muddy leaves on the connector trail to the bike trail westbound that runs along j st but is separated from road between bike trail exit ramp and carlson dr,4.0
803,i had a migraine and was slow to respond needless to say i have never driven while suffering from a migraine again,3.0
804,hit pot hole or uneven payment and fell off the bike location just before the roundabout where the fraternities and sororities are located,2.0
805,crashed into a skateboarder he was coming downhill pretty fast and turned into me because he thought i was going to go in a different direction high traffic area lots of pedestrians,4.0
806,hit run by large suv they just did not agree with my choice to ride a bike in there hood,3.0
807,riding bike several cars in both directions needed to leave road due to careless driving,2.0
808,my sister and nephew were visiting and our family went with them on a bike outing accessing the guy west bridge i collided with my sister as i turned off the path to go up the ramp and she continued straight,4.0
809,the convergence of me on my bike swerving to avoid a runner without hitting a garbage can and a bunch of leaves and litter and debris on the path caused me to skid out,4.0
810,i was riding my bike home from work around 9 or 10 pm i rode up h st under the train tracks to carlson dr on my way out from under the bridge i changed lanes to get into the left turn lane right by the flood gates i hit a pot hole and fell from m,2.0
811,none,4.0
812,bike not in bike lane,0.0
813,arbt intersection near under fair oaks bridge paused for water break at intersection where the bike trail from the levy intersects with lower bike trail in clear bright weather a badass jock wannabe bald helmetless cyclists came down the trail fr,4.0
814,described above,0.0
815,riding bicycle from on campus northbound to hearst westbound at north gate sharp drop in pavement from sidewalk to the road caused part of the bike to come loose and wedge in the back wheel causing the bike to fall,3.0
816,was travelling with a friend i thought we were going to same place i turned right into his back bike tire because i assumed he was turning as well i was travelling to close to him,3.0
817,i was riding across the guy west bridge and pedestrians moved into my lane in front of me i had to veer to the left to avoid and hit the bridge fence with my front tire pedestrians simply do not pay attention anymore cell phones ipods etc,0.0
818,i was walking on the bath on campus from the lot 1 to solano hall and someone in a golf cart almost ran me down they were going very fast and did not slow down when they saw me,1.0
819,electric cart pulled around me and two students also on the sidewalk i got bumped by covering sticking out of the back end i was not hurt but in my opinion the driver was not yielding to pedestrians on a walk way and was traveling too fast around those,1.0
820,i was crossing sinclair and the cyclist was going too fast and not paying attention i tried to move but they drove the same direction as me i received a minor scrape,4.0
821,cyclist riding too fast in the university at noon with a bunch of students,4.0
822,cyclist was coming down the bike path too fast from the bridge bike hit mine but no damage,3.0
823,a driver in the right most of two left turn lanes illegally crossed a white line when the left turn arrow changed to red and pulled to the right into my lane causing a collision between his suv is large wheel and the left front side of my car as i went st,3.0
824,i was riding my bike and a vehicle small nissan truck ran a red light and struck the back of my bike my bike was slightly damaged the motorist stopped and drove me to campus the repair costs were minimal the motorist claimed that they were blinded b,3.0
825,cyclist skateboarders go past pedestrians very fast while we walk,4.0
826,see above the other cyclist just ran into me just like the other accident,4.0
827,same as the other accident,4.0
828,i was trying to take off my jacket while biking my jacket tangled with my mp3 player is cord and messenger bag i hit a pothole and fell,4.0
829,pedestrians and cyclists disregard traffic rules on the bike paths when they go the wrong way incoming and outgoing traffic have close calls i cannot stress how dangerous it is and how many times i have seen people narrowly miss each other including m,1.0
830,avoided cars on a major busy roadway and hit a parked vehicle due to being pushed off the road by traffic,2.0
831,bumped by car while in crosswalk on one occasion on another occasion bumped by cyclist however whether someone is actually struck by a cyclist or car should not be the measure of whether a hazard exists the mingling of cyclist and pedestrians is a re,4.0
832,both i and the vehicle stopped at a stop sign crossing with marked lines on the roadway for pedestrian crossing i took the initiative and started walking across the street as i passed the car i could hear the engine start revving and i felt something h,3.0
833,i was crossing the guy west bridge heading toward sac state i moved to pass pedestrians ahead of me cyclist came from behind yelling and i moved to the right but he also swerved his bike to the right luckily he had braked and only hit the back of my l,4.0
834,the cyclist was talking on the cell phone and said watch out but it was too late for me to move out of her way she had poor bike control because she only had one hand on the handlebars and could not brake in time she had been going slowly so the coll,4.0
